ageEstimate;companyName;connectionsCount;country;followable;followersCount;genderEstimate;posTitle;startDate;endDate;ID;type
25.0;IPART - Independent Pricing and Regulatory Tribunal;500.0;au;1.0;712.0;;Graduate Analyst;2017-02-01;2017-08-01;64997512;train
25.0;Curtin University;500.0;au;1.0;712.0;;Business Peer Learning Advisor;2016-09-01;2016-11-01;64997512;train
25.0;NSW Department of Finance, Services and Innovation;500.0;au;1.0;712.0;;Graduate Procurement Officer;2017-08-01;2018-02-01;64997512;train
28.0;Global Shapers Community;500.0;au;1.0;790.0;;Global Shaper;2016-05-01;2018-01-01;65027278;train
28.0;I CAN Network;500.0;au;1.0;790.0;;Digital Storyteller;2016-01-01;2017-12-01;65027278;train
28.0;One10;500.0;au;1.0;790.0;;Communications Strategist;2016-04-01;2016-09-01;65027278;train
28.0;The Royal Melbourne Hospital & NorthWestern Mental Health;500.0;au;1.0;790.0;;House Medical Officer;2017-01-01;;65027278;train
22.0;Sofcon Systems India Private Limited;159.0;au;1.0;158.0;male;Trainee;2015-06-01;2015-07-01;65051583;train
22.0;Pizza Hut;159.0;au;1.0;158.0;male;Pizza Hut Team Member;2016-08-01;2017-08-01;65051583;train
22.0;University of Technology Sydney;159.0;au;1.0;158.0;male;Note Taker ;2017-07-01;2018-06-01;65051583;train
22.0;Coles;159.0;au;1.0;158.0;male;Customer Service Representative;2017-05-01;;65051583;train
30.0;Coffey Information;45.0;au;1.0;45.0;male;Casual Laboratory Assistant;2006-01-01;2008-12-01;65172190;train
25.0;LoneRoss Productions;244.0;au;1.0;245.0;female;Creative Director;2015-01-01;;65235345;train
25.0;90 Seconds;244.0;au;1.0;245.0;female;Producer;2017-03-01;2018-09-01;65235345;train
25.0;Seven Network;244.0;au;1.0;245.0;female;Production Coordinator Australian Open Tennis broadcast;2016-12-01;2017-01-01;65235345;train
25.0;Seven Network;244.0;au;1.0;245.0;female;Production/ Edit Assistant;2016-01-01;2017-03-01;65235345;train
55.0;Teradata;414.0;au;1.0;415.0;male;Solutions Consultant;2015-10-01;2016-08-01;65249868;train
55.0;ACT Revenue Office;414.0;au;1.0;415.0;male;Business Intelligence Consultant;2016-09-01;;65249868;train
55.0;RXP Services;414.0;au;1.0;415.0;male;Principal Consultant;2014-03-01;2015-09-01;65249868;train
55.0;SMS Management & Technology;414.0;au;1.0;415.0;male;Principal Consultant;2011-01-01;2014-02-01;65249868;train
27.0;Approach Solutions Pty Limited;346.0;au;1.0;345.0;;Software Engineer;2015-07-01;2018-03-01;65272143;train
27.0;Industrie&Co;346.0;au;1.0;345.0;;Software Engineer;2018-03-01;;65272143;train
27.0;UNSW;346.0;au;1.0;345.0;;Researcher Internship;2014-11-01;2015-02-01;65272143;train
27.0;ASX;346.0;au;1.0;345.0;;Front End Developer;2018-06-01;;65272143;train
30.0;Fulton Hogan;500.0;au;1.0;514.0;;Project Engineer;2016-08-01;2017-04-01;65325625;train
30.0;VDM;500.0;au;1.0;514.0;;Site Engineer;2011-09-01;2012-07-01;65325625;train
30.0;Fulton Hogan;500.0;au;1.0;514.0;;Graduate Engineer;2012-07-01;2013-07-01;65325625;train
30.0;Fulton Hogan;500.0;au;1.0;514.0;;Site Engineer;2014-12-01;2016-07-01;65325625;train
53.0;Oracle;500.0;au;1.0;934.0;male;Master Principal Sales Consultant - Linux, Virtualisation and MySQL Global Business Unit;2010-03-01;2013-07-01;65377869;train
53.0;Dell EMC;500.0;au;1.0;934.0;male;Advisory Systems Engineer - XtremIO / All Flash;2013-10-01;2016-05-01;65377869;train
53.0;Dell EMC;500.0;au;1.0;934.0;male;Advisory Systems Engineer - Modern Data Centre;2016-05-01;2018-04-01;65377869;train
53.0;Sun Microsystems;500.0;au;1.0;934.0;male;Solutions Architect - Virtual Desktop;2006-07-01;2010-02-01;65377869;train
38.0;Coca-Cola Amatil;500.0;au;1.0;569.0;male;Key Account Executive;2012-07-01;2013-06-01;65389116;train
38.0;Diageo;500.0;au;1.0;569.0;male;Trade Marketing Manager - Australia, New Zealand & SPI;2016-01-01;2016-12-01;65389116;train
38.0;Diageo;500.0;au;1.0;569.0;male;Key Account Executive;2014-07-01;2015-12-01;65389116;train
38.0;Moët Hennessy;500.0;au;1.0;569.0;male;Channel Activation Manager - On Premise;2017-01-01;;65389116;train
33.0;Barossa Enterprises Incorporated;95.0;au;1.0;94.0;male;Training Officer;2007-02-01;2009-02-01;65450016;train
33.0;South Australian Country Fire Service;95.0;au;1.0;94.0;male;"Firefighter; State Trainer / Assessor; Group Training Officer; Group Health & Safety Rep";2003-01-01;;65450016;train
33.0;Buro Safecom;95.0;au;1.0;94.0;male;State OH&S for State Emergency Service;2009-03-01;2009-01-01;65450016;train
33.0;Disability SA;95.0;au;1.0;94.0;male;Disability Case Manager;1988-03-01;1997-02-01;65450016;train
23.0;Caldis Cook Group Pty Ltd/CCG Architects Pty Ltd;199.0;au;1.0;198.0;male;Graphic Designer / Student Architect;2016-04-01;;65459229;train
23.0;The Star Sydney;199.0;au;1.0;198.0;male;Food and Beverage Assistant;2014-11-01;2015-10-01;65459229;train
23.0;Australian Electoral Commission;199.0;au;1.0;198.0;male;Polling Assistant + Counting (Full Day);2016-07-01;2016-07-01;65459229;train
23.0;EAC;199.0;au;1.0;198.0;male;Desktop Publisher;2015-10-01;2016-03-01;65459229;train
38.0;Coles;101.0;au;1.0;101.0;;Grocery Customer Service Assistant;2000-04-01;2004-01-01;65491662;train
38.0;Swire Cold Storage;101.0;au;1.0;101.0;;Warehouse Cold Storage Operations Manager;2011-07-01;2016-03-01;65491662;train
38.0;Swire Cold Storage;101.0;au;1.0;101.0;;Warehouse Manager - Warehouse Operations Supervisor;2004-01-01;2011-07-01;65491662;train
38.0;Workforce International Group Pty Ltd;101.0;au;1.0;101.0;;Weekend Customer Service ;2004-01-01;2006-08-01;65491662;train
43.0;Wellcom Worldwide;500.0;au;1.0;2099.0;male;General Manager - DreamWalk Division;2012-06-01;2014-06-01;65493431;train
43.0;DreamWalk;500.0;au;1.0;2099.0;male;Co-Founder and CEO;2009-01-01;2012-06-01;65493431;train
43.0;DreamWalk;500.0;au;1.0;2099.0;male;Co-Founder and Director;2008-01-01;;65493431;train
43.0;Buzinga App Development;500.0;au;1.0;2099.0;male;Director of User Engagement;2017-02-01;2017-07-01;65493431;train
50.0;Dexus;486.0;au;1.0;487.0;male;Investment Analyst - Retail;2013-03-01;2014-03-01;65578256;train
50.0;The GPT Group;486.0;au;1.0;487.0;male;Finance Manager - Office;2014-04-01;2014-05-01;65578256;train
50.0;The GPT Group;486.0;au;1.0;487.0;male;Senior Asset Analyst - Development;2014-06-01;2016-12-01;65578256;train
50.0;The GPT Group;486.0;au;1.0;487.0;male;Valuations and Investment Analyst;2017-01-01;;65578256;train
32.0;CEB, now Gartner;274.0;au;1.0;273.0;male;Event Associate (APAC/North America);2014-10-01;2018-01-01;65585277;train
32.0;West Unified Communications Services (formerly known as InterCall Asia Pacific);274.0;au;1.0;273.0;male;Conference Administrator;2012-07-01;2014-10-01;65585277;train
32.0;Australian Water Association;274.0;au;1.0;273.0;male;Event Manager;2018-01-01;;65585277;train
45.0;Unify Services;148.0;au;1.0;148.0;female;Business Development Manager;2015-08-01;;65601199;train
45.0;Pompadour;148.0;au;1.0;148.0;female;Founder;2009-02-01;2016-10-01;65601199;train
45.0;We Love Face Painting;148.0;au;1.0;148.0;female;Co-Founder;2007-01-01;2010-08-01;65601199;train
45.0;direct IMAGE events.promotions.talent;148.0;au;1.0;148.0;female;Promotional Manager NSW;2005-02-01;2006-01-01;65601199;train
30.0;Coleman Greig Lawyers;498.0;au;1.0;499.0;female;Lawyer;2015-04-01;;65613652;train
30.0;William Roberts Lawyers;498.0;au;1.0;499.0;female;Solicitor;2014-11-01;2015-04-01;65613652;train
30.0;William Roberts Lawyers;498.0;au;1.0;499.0;female;Law Clerk;2012-12-01;2014-11-01;65613652;train
33.0;QMV;500.0;au;1.0;733.0;male;Senior Consultant;2018-02-01;;65672677;train
33.0;Department of Sustainability and Environment;500.0;au;1.0;733.0;male;Quality Assurance Officer;2008-02-01;2009-11-01;65672677;train
33.0;DST Systems;500.0;au;1.0;733.0;male;Business Analyst;2012-04-01;2018-02-01;65672677;train
33.0;Financial Synergy - Acquired by IRESS;500.0;au;1.0;733.0;male;Consultant;2009-12-01;2012-03-01;65672677;train
38.0;Speedwell;81.0;au;1.0;81.0;male;Senior iOS Developer;2009-12-01;2015-04-01;65723330;train
38.0;ThoughtWare Australia Pty Ltd;81.0;au;1.0;81.0;male;Lead Programmer;2004-01-01;2009-12-01;65723330;train
38.0;Octopus Deploy;81.0;au;1.0;81.0;male;Senior Engineer and Usability Lead;2016-02-01;;65723330;train
40.0;Seeking New Position;383.0;au;1.0;383.0;female;.;2016-11-01;;65730949;train
40.0;South East Water;383.0;au;1.0;383.0;female;RF Wireless Technology - Field Testing Manager,;2016-03-01;;65730949;train
40.0;Telstra;383.0;au;1.0;383.0;female;nbn Delivery - Program Implementation Coordinator and Scrum Master;2016-06-01;2016-09-01;65730949;train
40.0;Telstra;383.0;au;1.0;383.0;female;Change & Configuration Manager;2016-09-01;;65730949;train
34.0;CPB Contractors;500.0;au;1.0;574.0;male;Site Engineer;2010-08-01;2012-08-01;65738617;train
34.0;CPS - Crown Project Services Pty Ltd;500.0;au;1.0;574.0;male;Project Manager - Client Side;2008-07-01;2010-08-01;65738617;train
34.0;Root Partnerships;500.0;au;1.0;574.0;male;Senior Project Manager - Client Side;2016-07-01;;65738617;train
25.0;The Hills Shire Council;194.0;au;1.0;193.0;female;Town Planner;2017-04-01;;65754448;train
25.0;The Hills Shire Council;194.0;au;1.0;193.0;female;Temporary Student Planner;2016-03-01;2016-06-01;65754448;train
25.0;Australian Packaging Covenant Organisation (APCO);194.0;au;1.0;193.0;female;Contract Signatory Services Officer;2016-07-01;2016-08-01;65754448;train
25.0;Dunmore Lang College;194.0;au;1.0;193.0;female;Resident Adviser;2015-01-01;2016-12-01;65754448;train
39.0;Standard Chartered Bank;0.0;au;1.0;0.0;female;Assistant Branch Manager;2004-08-01;2008-05-01;65794270;train
39.0;Commonwealth Bank;0.0;au;1.0;0.0;female;Customer Service Representative;2011-03-01;;65794270;train
39.0;ANZ;0.0;au;1.0;0.0;female;Bank Teller;2000-01-01;2004-07-01;65794270;train
53.0;Lifeline WA;500.0;au;1.0;5732.0;female;CEO;2012-01-01;2016-01-01;65851039;train
53.0;Youth Focus;500.0;au;1.0;5732.0;female;CEO;2016-01-01;2018-09-01;65851039;train
53.0;AIM WA;500.0;au;1.0;5732.0;female;Board Member;2014-04-01;2018-05-01;65851039;train
53.0;HBF Health;500.0;au;1.0;5732.0;female;General Manager;2006-01-01;2008-12-01;65851039;train
41.0;FDC_Group - FDC Construction & Fitout;172.0;au;1.0;172.0;male;Construction Services Manager;2016-10-01;2018-04-01;65878920;train
41.0;FDC_Group - FDC Construction & Fitout;172.0;au;1.0;172.0;male;Construction Site Manager/Services Manager;2015-11-01;2016-12-01;65878920;train
41.0;FDC_Group - FDC Construction & Fitout;172.0;au;1.0;172.0;male;Construction Services Manager;2014-03-01;2016-05-01;65878920;train
41.0;FDC_Group - FDC Construction & Fitout;172.0;au;1.0;172.0;male;Construction Services Manager;2015-01-01;2015-06-01;65878920;train
43.0;SapientRazorfish;243.0;au;1.0;242.0;male;Data Analyst;2014-01-01;2014-02-01;65900166;train
43.0;Australian Trade and Investment Commission (Austrade);243.0;au;1.0;242.0;male;Data Analyst;2006-01-01;2007-11-01;65900166;train
43.0;Wood Mackenzie;243.0;au;1.0;242.0;male;Senior Data Analyst;2007-01-01;2013-12-01;65900166;train
43.0;Starcom;243.0;au;1.0;242.0;male;Senior Database Developer for the Analytics team;2014-05-01;;65900166;train
39.0;Shelde;500.0;au;1.0;1147.0;male;Head of Data Services;2016-05-01;;65907622;train
39.0;Telstra;500.0;au;1.0;1147.0;male;Manager, Data Engineering;2014-08-01;2016-04-01;65907622;train
39.0;Ecetera;500.0;au;1.0;1147.0;male;Executive Consultant;2011-01-01;2014-08-01;65907622;train
39.0;Shelde;500.0;au;1.0;1147.0;male;Head of Digital Engineering;2018-04-01;;65907622;train
26.0;Mercedes-Benz Australia;500.0;au;1.0;763.0;female;Digital Marketing Manager;2018-08-01;;65908672;train
26.0;Saatchi & Saatchi;500.0;au;1.0;763.0;female;Intern;2014-01-01;2014-02-01;65908672;train
26.0;Toyota Motor Corporation Australia;500.0;au;1.0;763.0;female;Dealer Marketing;2015-06-01;2016-05-01;65908672;train
26.0;Mercedes-Benz Australia;500.0;au;1.0;763.0;female;Digital Marketing Specialist;2016-05-01;2018-08-01;65908672;train
34.0;The University of Queensland;330.0;au;1.0;328.0;female;Lecturer;2007-07-01;2009-11-01;65910989;train
34.0;The University of Queensland;330.0;au;1.0;328.0;female;Lecturer in Indonesian Studies;2012-06-01;;65910989;train
23.0;DisplaySweet;500.0;au;1.0;3478.0;male;Analyst / Team Leader;2016-11-01;;65939550;train
23.0;TestMate - User Experience and Usabilty Testing Australia;500.0;au;1.0;3478.0;male;Website Tester;2015-12-01;2015-12-01;65939550;train
49.0;SEEK;500.0;au;1.0;1676.0;male;Senior Automation Lead Consultant (Contracts);2012-05-01;2015-03-01;65948804;train
49.0;CharterMason;500.0;au;1.0;1676.0;male;DevOps Practice Lead;2016-08-01;2018-02-01;65948804;train
49.0;ANZ;500.0;au;1.0;1676.0;male;Agile Iteration Manager, DevOps and Automation Manager (Contracts), Digital Platform Capability;2015-03-01;2016-04-01;65948804;train
49.0;DevOps Talks;500.0;au;1.0;1676.0;male;Founder & Director;2013-02-01;;65948804;train
33.0;De Rigo;500.0;au;1.0;606.0;female;Sales Representative;2017-08-01;;66002488;train
33.0;Eyes Right Optical;500.0;au;1.0;606.0;female;Sales Representative;2013-07-01;2015-07-01;66002488;train
33.0;Toyota Motor Corporation Australia;500.0;au;1.0;606.0;female;Brand Ambassador;2005-10-01;2012-10-01;66002488;train
38.0;Huawei Technologies;500.0;au;1.0;687.0;male;National Projects Acceptance Manager;2015-04-01;;66013073;train
38.0;Vodafone;500.0;au;1.0;687.0;male;National Acceptance Program;2013-08-01;2015-03-01;66013073;train
38.0;Vodafone;500.0;au;1.0;687.0;male;Tx Optical Leased line Program;2013-03-01;2013-08-01;66013073;train
38.0;Nokia;500.0;au;1.0;687.0;male;Technical Acceptance Manager RAN / TXM;2011-03-01;2013-03-01;66013073;train
28.0;Google;359.0;au;1.0;360.0;female;Student Ambassador;2016-02-01;2017-05-01;66036787;train
28.0;VicMUN;359.0;au;1.0;360.0;female;Marketing and Promotions;2015-03-01;2016-02-01;66036787;train
28.0;Transurban;359.0;au;1.0;360.0;female;IBL Student;2017-07-01;2017-12-01;66036787;train
28.0;UNIHACK;359.0;au;1.0;360.0;female;President;2018-01-01;;66036787;train
41.0;Panviva;500.0;au;1.0;568.0;male;Test Manager;2015-01-01;2017-02-01;66038203;train
41.0;Planit Testing;500.0;au;1.0;568.0;male;Technical Test Consultant;2015-01-01;2018-05-01;66038203;train
41.0;nbn™ Australia;500.0;au;1.0;568.0;male;DevOps Consultant ;2017-02-01;2018-05-01;66038203;train
41.0;Clean Energy;500.0;au;1.0;568.0;male;Senior Software Test Engineer;2014-07-01;2014-12-01;66038203;train
44.0;AMOG Consulting;500.0;au;1.0;1993.0;male;Senior Manager;2004-01-01;2006-12-01;66044886;train
44.0;H.I.Fraser Pty Ltd;500.0;au;1.0;1993.0;male;Deputy Managing Director;2006-01-01;;66044886;train
44.0;Australian Industry Group (Ai Group);500.0;au;1.0;1993.0;male;Deputy Chair - National Defence Council Executive;2012-09-01;;66044886;train
44.0;H.I.Fraser Pty Ltd;500.0;au;1.0;1993.0;male;Managing Director;2017-03-01;;66044886;train
55.0;Murdoch University;500.0;au;1.0;808.0;male;Director, Coral Bay Research Station;2004-01-01;;66046300;train
55.0;Murdoch University;500.0;au;1.0;808.0;male;Research Fellow;1996-01-01;2002-12-01;66046300;train
55.0;Murdoch University;500.0;au;1.0;808.0;male;Senior Lecturer;1998-01-01;;66046300;train
42.0;The Star Sydney;500.0;au;1.0;1987.0;male;VIP Operations Manager;2011-06-01;2013-04-01;66071178;train
42.0;The Star Sydney;500.0;au;1.0;1987.0;male;Chief Operating Officer Gaming;2016-07-01;;66071178;train
42.0;The Star Sydney;500.0;au;1.0;1987.0;male;General Manager VIP Business;2013-04-01;2015-05-01;66071178;train
42.0;The Star Sydney;500.0;au;1.0;1987.0;male;General Manager Table Games;2015-05-01;2016-07-01;66071178;train
21.0;Wholesale Investor;500.0;au;1.0;3550.0;male;Head of Product;2017-01-01;2018-01-01;66099803;train
21.0;FundingPie;500.0;au;1.0;3550.0;male;Co Founder & CEO;2016-02-01;2017-12-01;66099803;train
21.0;Spottybox;500.0;au;1.0;3550.0;male;Founder;2013-01-01;2014-12-01;66099803;train
21.0;Three Sixty° Property Group;500.0;au;1.0;3550.0;male;Sales Consultant;2010-01-01;2012-12-01;66099803;train
50.0;IMA Management and Technology;481.0;au;1.0;494.0;;Senior Consultant;2013-08-01;2017-04-01;66106611;train
50.0;KNOTbound Ltd - a registered Australian Charity;481.0;au;1.0;494.0;;Executive Director;2015-05-01;;66106611;train
50.0;Telstra;481.0;au;1.0;494.0;;Senior Process Specialist;2017-05-01;2017-11-01;66106611;train
50.0;DWS;481.0;au;1.0;494.0;;IT Consultant;2008-08-01;2013-07-01;66106611;train
30.0;Deloitte;500.0;au;1.0;599.0;female;Analyst, Human Capital (Intern/Contractor);2014-06-01;2014-12-01;66115946;train
30.0;Nous Group;500.0;au;1.0;599.0;female;Management Consultant, Organisational Performance & Executive Talent Development;2015-01-01;2017-07-01;66115946;train
30.0;Arup;500.0;au;1.0;599.0;female;Learning And Development Specialist (Australasia);2017-08-01;2018-03-01;66115946;train
30.0;Westpac Group;500.0;au;1.0;599.0;female;Leadership & Talent Consultant (Intern);2014-02-01;2014-06-01;66115946;train
35.0;Bunnings;162.0;au;1.0;162.0;male;Trade sales assistant (part time);2003-01-01;2006-01-01;66126984;train
49.0;SMS Management & Technology;500.0;au;1.0;662.0;male;Victorian Design Principal - CX and UX specialist;2016-11-01;2018-07-01;66151172;train
49.0;SMS Management & Technology;500.0;au;1.0;662.0;male;Experience Designer;2015-06-01;2016-11-01;66151172;train
49.0;P&O Cruises;500.0;au;1.0;662.0;male;Training Consultant;2013-05-01;2013-05-01;66151172;train
49.0;Telstra;500.0;au;1.0;662.0;male;Technologist / UI designer;1999-01-01;2004-12-01;66151172;train
22.0;Monash IVF Group;227.0;au;1.0;226.0;female;Embryologist;2017-02-01;;66166406;train
22.0;Lohmann & Rauscher;227.0;au;1.0;226.0;female;Administrative Assistant;2016-11-01;2016-12-01;66166406;train
22.0;Zoetis Inc.;227.0;au;1.0;226.0;female;Scientist;2008-01-01;2015-12-01;66166406;train
22.0;Zoetis Inc.;227.0;au;1.0;226.0;female;Senior Associate Scientist;2005-01-01;2008-12-01;66166406;train
29.0;Centralian Middle School;140.0;au;1.0;140.0;male;Classroom Teacher at Centralian Middle School ;2017-01-01;;66214639;train
29.0;Centrelink;140.0;au;1.0;140.0;male;Customer Service Adviser;2012-02-01;2012-03-01;66214639;train
29.0;Teach For Australia;140.0;au;1.0;140.0;male;Talent and Attraction Officer;2013-02-01;2014-07-01;66214639;train
33.0;University of Adelaide;177.0;au;1.0;177.0;male;Clinical Lecturer in Surgery;2012-01-01;;66224740;train
33.0;University of Adelaide;177.0;au;1.0;177.0;male;Human Anatomy Demonstrator;2006-01-01;2011-12-01;66224740;train
33.0;University of Adelaide;177.0;au;1.0;177.0;male;Medical Student;2005-01-01;2011-12-01;66224740;train
33.0;University of Adelaide;177.0;au;1.0;177.0;male;Surgical Educational Research & Development;2011-01-01;2011-12-01;66224740;train
57.0;460degrees;500.0;au;1.0;867.0;male;Consulting Partner;2008-07-01;;66229049;train
57.0;Ooredoo Myanmar;500.0;au;1.0;867.0;male;Director - Construction and Deployment (Certatech);2014-01-01;2015-10-01;66229049;train
57.0;nbn™ Australia;500.0;au;1.0;867.0;male;PD - Greenfields (Certatech);2012-04-01;2013-12-01;66229049;train
57.0;Ericsson;500.0;au;1.0;867.0;male;Principal Consultant/ Regional PD NSW (Certatech);2011-08-01;2012-02-01;66229049;train
31.0;UNSW;145.0;au;1.0;144.0;;Various Roles;2012-02-01;2015-02-01;66252144;train
31.0;Defence Science and Technology Group;145.0;au;1.0;144.0;;Researcher PHD Student;2012-06-01;2015-08-01;66252144;train
41.0;Department of Environment and Science;224.0;au;1.0;223.0;male;ITIL Process Owner;2009-01-01;2009-09-01;66272082;train
41.0;Queensland Department of Education;224.0;au;1.0;223.0;male;ICT Release Manager;2009-09-01;2013-09-01;66272082;train
41.0;Queensland Health;224.0;au;1.0;223.0;male;ICT Change Manager;2007-03-01;2009-01-01;66272082;train
41.0;Optus;224.0;au;1.0;223.0;male;Network Engineer;1994-07-01;2007-03-01;66272082;train
34.0;UNSW;150.0;au;1.0;150.0;;Research Fellow;2015-03-01;2015-11-01;66280497;train
34.0;Dolby Laboratories;150.0;au;1.0;150.0;;Staff Researcher;2016-05-01;;66280497;train
34.0;University of Sydney;150.0;au;1.0;150.0;;Postdoctoral Research Fellow;2015-11-01;2016-04-01;66280497;train
34.0;UNSW;150.0;au;1.0;150.0;;Postdoctoral Research Fellow;2011-01-01;2012-12-01;66280497;train
39.0;JLT Group;58.0;au;1.0;58.0;male;Senior Account Manager;2013-01-01;;66284727;train
39.0;Marsh;58.0;au;1.0;58.0;male;Senior Account Manager;2010-09-01;2013-01-01;66284727;train
39.0;Financial Conduct Authority;58.0;au;1.0;58.0;male;Associate;2005-01-01;2007-12-01;66284727;train
39.0;Miller Insurance Services LLP;58.0;au;1.0;58.0;male;Account Executive;2004-12-01;2005-05-01;66284727;train
24.0;Austern International;473.0;au;1.0;473.0;female;30 Under 30 Millennial Career Bootcamp | Alumni;2016-07-01;2016-07-01;66307411;train
24.0;EY;473.0;au;1.0;473.0;female;Financial Services Consultant - Tax;2017-07-01;;66307411;train
24.0;Australian Taxation Office;473.0;au;1.0;473.0;female;Finance Graduate;2017-02-01;2017-06-01;66307411;train
24.0;Cainz;473.0;au;1.0;473.0;female;Director of Operations;2015-08-01;2016-10-01;66307411;train
26.0;Architecture BVN;137.0;au;1.0;135.0;male;Data Analyst;2015-11-01;2017-01-01;66338455;train
26.0;Arup;137.0;au;1.0;135.0;male;Vocational Student - Arup Digital ;2017-03-01;2018-06-01;66338455;train
26.0;UNSW;137.0;au;1.0;135.0;male;Computational Design Tutor;2016-04-01;2016-10-01;66338455;train
26.0;Arup;137.0;au;1.0;135.0;male;Vocational Student - Arup Digital ;2016-04-01;2016-12-01;66338455;train
25.0;National Australia Bank;247.0;au;1.0;247.0;male;Officier, Credit Assessment;2017-02-01;2018-04-01;66341960;train
25.0;Coles;247.0;au;1.0;247.0;male;Fresh Produce and Customer Service;2014-11-01;;66341960;train
25.0;Sunglass Hut;247.0;au;1.0;247.0;male;Sales Assistant;2014-11-01;2015-02-01;66341960;train
25.0;McDonald's;247.0;au;1.0;247.0;male;Crew Member;2010-03-01;2014-11-01;66341960;train
28.0;PwC Australia;500.0;au;1.0;1984.0;male;Manager at PwCs Indigenous Consulting;2017-07-01;;66359096;train
28.0;World Economic Forum;500.0;au;1.0;1984.0;male;Global Shaper;2016-02-01;2018-02-01;66359096;train
28.0;PwC Australia;500.0;au;1.0;1984.0;male;Senior Consultant;2015-11-01;2017-07-01;66359096;train
28.0;TEDxCanberra;500.0;au;1.0;1984.0;male;Speaker;2016-09-01;2016-09-01;66359096;train
27.0;Ultimate Edge Communications;227.0;au;1.0;224.0;female;Content Manager;2017-07-01;;66490327;train
27.0;Cancer Council NSW;227.0;au;1.0;224.0;female;Corporate Communications Assistant;2002-06-01;2003-08-01;66490327;train
31.0;ActionHRM;114.0;au;1.0;113.0;male;Software Engineer;2015-11-01;2017-03-01;66563925;train
31.0;Secudrive;114.0;au;1.0;113.0;male;Java Developer;2012-01-01;2015-01-01;66563925;train
31.0;Prospection AU;114.0;au;1.0;113.0;male;Software Developer;2017-03-01;;66563925;train
31.0;Ecnesoft;114.0;au;1.0;113.0;male;Web Developer (Contract);2011-12-01;2011-12-01;66563925;train
32.0;St Andrew's Cathedral School;391.0;au;1.0;391.0;female;Learning Coach - Technology & PDHPE Teacher;2015-01-01;2018-01-01;66604614;train
32.0;Edrolo;391.0;au;1.0;391.0;female;Content Producer;2017-07-01;;66604614;train
32.0;St Andrew's Cathedral School;391.0;au;1.0;391.0;female;Senior Learning Coach;2018-01-01;;66604614;train
32.0;Association of Independent Schools of NSW;391.0;au;1.0;391.0;female;Workshop Presenter;2013-05-01;;66604614;train
61.0;Monash University;500.0;au;1.0;2851.0;male;Senior Lecturer in Econometrics;1989-06-01;2001-12-01;66656074;train
61.0;University of Melbourne;500.0;au;1.0;2851.0;male;Associate Professor in Econometrics;2002-01-01;2003-02-01;66656074;train
61.0;Starcom;500.0;au;1.0;2851.0;male;Visiting Researcher;2009-01-01;2009-09-01;66656074;train
61.0;RMIT University;500.0;au;1.0;2851.0;male;Professor of Econometrics;2003-03-01;;66656074;train
26.0;Cushman & Wakefield;500.0;au;1.0;762.0;male;Associate Director;2017-04-01;;66657904;train
26.0;Cushman & Wakefield;500.0;au;1.0;762.0;male;Commercial Property Tenant Representative - Consultant;2014-11-01;2017-04-01;66657904;train
26.0;Roy Morgan;500.0;au;1.0;762.0;male;Market Researcher;2012-02-01;2013-02-01;66657904;train
57.0;Geodynamics Limited;500.0;au;1.0;880.0;male;Environmental Approvals Consultant;2009-02-01;2014-01-01;66661245;train
57.0;Transport Infrastructure Development Corporation;500.0;au;1.0;880.0;male;Director Planning & Environment;2002-01-01;2009-01-01;66661245;train
57.0;NSW Ports;500.0;au;1.0;880.0;male;Environment Manager (Contractor);2012-06-01;2014-01-01;66661245;train
57.0;Wollongong City Council;500.0;au;1.0;880.0;male;Environmental Expert, Independent Hearing & Assessment Panel;2010-05-01;2014-01-01;66661245;train
27.0;Deakin University;500.0;au;1.0;748.0;;Drop In Station Mentor;2015-08-01;2016-02-01;66689161;train
27.0;Deakin University;500.0;au;1.0;748.0;;Graduate Business Analyst (Finance Business Transformation);2017-01-01;2018-03-01;66689161;train
27.0;Deakin University;500.0;au;1.0;748.0;;Part-time Business Analyst (Office of the DVC Education);2016-02-01;2016-07-01;66689161;train
27.0;Deakin University;500.0;au;1.0;748.0;;Student Adviser & Analyst (Deakin Business School);2016-07-01;2016-12-01;66689161;train
25.0;University of Technology Sydney;500.0;au;1.0;961.0;male;Program Coordinator, Hatchery Ideate;2016-12-01;2018-02-01;66710595;train
25.0;Agency | Strategic Creative;500.0;au;1.0;961.0;male;Copywriting Intern;2016-09-01;2016-11-01;66710595;train
25.0;University of Technology Sydney;500.0;au;1.0;961.0;male;Marketing & Communications Coordinator;2015-03-01;2016-02-01;66710595;train
25.0;SHORE School;500.0;au;1.0;961.0;male;Rowing Coach;2014-10-01;2015-03-01;66710595;train
55.0;Oakton;500.0;au;1.0;724.0;male;Services Director;2015-11-01;2016-10-01;66719214;train
55.0;SMS Management & Technology;500.0;au;1.0;724.0;male;Portfolio and Project Manager;2009-03-01;2015-10-01;66719214;train
55.0;Ignia;500.0;au;1.0;724.0;male;Senior Project Manager;2016-10-01;;66719214;train
55.0;Birchman, an SMS Management & Technology company;500.0;au;1.0;724.0;male;Platform Solutions Manager;2010-04-01;2011-12-01;66719214;train
28.0;Make It Cheaper Australia;500.0;au;1.0;1152.0;male;Head of Commercial & Industrial Energy and Multi sites;2016-01-01;2017-07-01;66746234;train
28.0;Make It Cheaper Australia;500.0;au;1.0;1152.0;male;Team leader ;2014-01-01;2015-01-01;66746234;train
